职位名称,地区,薪水,标签,能力要求,公司名字,福利待遇,详情链接,最低薪水,最高薪水,平均薪水,经验要求,学历要求,城市,福利个数
数据特征挖掘专家/数据挖掘/大数据处理,杭州·西湖区·西湖,25-50K·16薪,"5-10年, 本科","大数据处理经验, 用户画像, 特征",蚂蚁集团,交通补助，定期体检，住房补贴，股票期权，免费班车，带薪年假，全勤奖，加班补助，零食下午茶，餐补，包吃，五险一金，通讯补贴，节日福利，员工旅游，年终奖,https://www.zhipin.com/job_detail/fda9f620e0cda9f31XN829i9FFtY.html?lid=JFCQodc0UJ.search.220&securityId=Oalzpxldu2dbX-w14Qq6tzgtENJnUoTOPCj1XUPBE53t0hIO3ufo05j0T32P9mKceLk_zdfzXboP5nImMv1ZHp54VAxXdIPfHzMAxrZJnPUs-E0DpULp&sessionId=,25,50,37.5,5-10年,本科,杭州,16
[阿里团队] 数据挖掘建模工程师,杭州·余杭区·西溪,25-50K·16薪,"经验不限, 学历不限","多头, 金融建模, 反欺诈, 机器学习, Boosting, 评分卡, 数据挖掘",蓝象科技,带薪年假，法定节假日三薪，定期体检，股票期权，五险一金，团建聚餐，包吃，年终奖，保底工资，零食下午茶,https://www.zhipin.com/job_detail/3f396cca48c404791XZ63NW_ElVY.html?lid=JFCQodc0UJ.search.221&securityId=vXt4sL-iCDC1r-P1VZxLUO4-BLvr8ntFLIlwOf4Xu1Gd8_Q7uZiM1QJ4g2go7HOQc7YgCoPvtbx4Od1x_9-E2BUuJvuJrrkshgEmnUMW5z64zp9R_ec~&sessionId=,25,50,37.5,经验不限,学历不限,杭州,10
大数据挖掘科研工程师,杭州·余杭区·老余杭,14-28K,"经验不限, 硕士","Python, C++, 计算机相关专业, 数学/统计相关专业, 大数据处理经验",之江实验室,带薪年假，团建聚餐，有无线网，员工旅游，节日福利，餐补，年终奖，住房补贴，定期体检，高温补贴，五险一金，免费班车，集体户口,https://www.zhipin.com/job_detail/e41e6edcf08ba2741XF82ty5EFNX.html?lid=JFCQodc0UJ.search.222&securityId=j8ySZd_FEvPC7-r11eU72BHnlCCVAEVkRXmphGuOTtAmwf6gKjo6KoN0VLtUFzMGFQIw6C6miyDS7YLhIInEVgkajKrYkLIVQortM8GJz2QcE5H261g~&sessionId=,14,28,21,经验不限,硕士,杭州,13
数据分析挖掘工程师,杭州·余杭区·仓前,15-30K,"3-5年, 本科","SQL, Python, R, 数据分析/挖掘经验, 数学/统计相关专业",两氢一氧,五险一金，带薪年假，年终奖，员工旅游，定期体检，股票期权，节日福利，零食下午茶,https://www.zhipin.com/job_detail/90e3f717c082a5a11XJy39W9FFZU.html?lid=JFCQodc0UJ.search.223&securityId=gG-8dlqAAI8D_-K1Bjak1Rn0Ck9kryTOzZzBcQZGBYqXlUPT7_fYA6ahA-WlUNUSCPt008HCjEKkA8bxH_480toUxOTf6mdPfQRh9oPyiUc_euKGD10~&sessionId=,15,30,22.5,3-5年,本科,杭州,8
安全研究员（Windows漏洞挖掘方向）,杭州·滨江区·长河,20-40K·16薪,"经验不限, 本科","漏洞挖掘, Windows系统",安恒信息,交通补助，员工旅游，餐补，年终奖，带薪年假，通讯补贴，五险一金，定期体检，零食下午茶，补充医疗保险，节日福利,https://www.zhipin.com/job_detail/0b81110bcb794ef31Xx83tu_FlpY.html?lid=JFCQodc0UJ.search.224&securityId=eVwOjMHYGikji-s1Id7k0MBvPne343E_TwoFVGtpESk_SoOxZNZC2usEM7vJBNit4pbu1UOqmGHn84o1LSIZ64uNsjtY3XE9zmf_b_31dssKjsR8mWu1yjQWGnY401z_2YmNijVm4Yl1vYgvp4k~&sessionId=,20,40,30,经验不限,本科,杭州,11
数据分析,杭州·余杭区·仓前,8-13K·13薪,"1-3年, 本科","数据分析, 数据处理, 数据挖掘",牟训佳人工智能,全勤奖，股票期权，定期体检，餐补，节日福利，带薪年假，员工旅游，五险一金，年终奖,https://www.zhipin.com/job_detail/f79af9300c4352ec1nd62d69FlRU.html?lid=JFCQodc0UJ.search.225&securityId=WyZvRzIk5c_Jk-D11aK1-rqEWvG6LiMplceyXBZ8jXUOejtlA2UIe-4tQZODOXNJgGzjUJdlUFiWdOSsSizFl9MUS0ObMnlWmjFJhkFCRgN5flad_A~~&sessionId=,8,13,10.5,1-3年,本科,杭州,9
数据开发,杭州·余杭区·五常,20-40K,"3-5年, 本科","数据仓库, 数据治理, 数据采集, 数据开发, ETL, 数据挖掘",阿里巴巴集团,五险一金，零食下午茶，交通补助，节日福利，餐补，股票期权，免费班车，年终奖，员工旅游，补充医疗保险,https://www.zhipin.com/job_detail/49b226b27f016b3e3nZ90tS0FVY~.html?lid=JFCQodc0UJ.search.226&securityId=af-oGZ_KNy7WW--11t2-GJiGjZ_A4F6O8tHwXD7ISObxo5xa1ojxZ5DLGUoIEp4_ACoh02MvQgcXSe6m7oE1PZkGY2xmY7sneklTXeFI9A0~&sessionId=,20,40,30,3-5年,本科,杭州,10
高级数据库工程师,杭州·滨江区·长河,15-30K·17薪,"3-5年, 本科","数据挖掘, 数据分析, SQL, Python, Java, 物联网",海康威视,通讯补贴，定期体检，餐补，带薪年假，免费班车，团建聚餐，股票期权，五险一金，生日福利，年终奖，高温补贴，补充医疗保险，免息住房借款，交通补助,https://www.zhipin.com/job_detail/9a231ce08632c5b50nN-2tm9GVc~.html?lid=JFCQodc0UJ.search.227&securityId=Roa0uJaQfuQZ4-j1yI2xtCBxy4jWQWQ1YEB398G7hqtWsyOLphwmCk5n7rzPQlRaVAu_DDOEMWfFWetKdmWJ4pruEsVVfeqeWZ6sDbZkKLzq0jA~&sessionId=,15,30,22.5,3-5年,本科,杭州,14
数据研发专家/高级专家,杭州·余杭区·仓前,30-40K·16薪,"5-10年, 本科","数据分析, Java, Hive, 分布式技术, Hadoop, Spark, 数据开发, 数据挖掘",阿里云,带薪年假，五险一金，年终奖，餐补，节日福利，免费班车，定期体检，绩效奖金,https://www.zhipin.com/job_detail/5bd2bd607e53a9113nd539m6E1Q~.html?lid=JFCQodc0UJ.search.228&securityId=ljbrr1LPqqPwz-w17jykk73cUUUFJcg-ZShtUYsqkIdDbipqtBGsprRo6GiAAUY584veBEoH3XqyJFUO6J9fJsnf91Pw4-7wAMvnnx2sbmfgp2kXmw~~&sessionId=,30,40,35,5-10年,本科,杭州,8
数据仓库工程师,杭州·西湖区·西溪,20-30K·16薪,"5-10年, 本科","数据仓库, ETL, 数据开发, 数据挖掘, 数据建模, SQL, Python, 大数据",菜鸟网络,补充医疗保险，年终奖，定期体检，餐补，五险一金，员工旅游，免费班车，带薪年假，股票期权，包吃,https://www.zhipin.com/job_detail/da121dfd9df8420e1nV-39y9E1RW.html?lid=JFCQodc0UJ.search.229&securityId=-F2RLrtus6CPb-i1n-y0Vki4SgQp2QZQYJDhIhMPw43ZX22OlQdGzfeG_3Kku0ZmTSXgclD6cGp0RFxlWdP7d7f8aMkQM_rar2LZ9gCV3ZaSi_A~&sessionId=,20,30,25,5-10年,本科,杭州,10
数据研发工程师,杭州·西湖区·黄龙,25-40K·16薪,"3-5年, 本科","数据仓库, 数据开发, 大数据, ETL, 数据挖掘",快手,股票期权，年终奖，定期体检，节日福利，带薪年假，五险一金，补充医疗保险,https://www.zhipin.com/job_detail/b551e8a8a7b0b5263nV-2Nm4EVs~.html?lid=JFCQodc0UJ.search.231&securityId=PIhsWfid_Q-kR-F1demgrBMj4JdwwBc633JoJv5Wf9aO-fIg1BjrObPdEtzOuUNM_05Dad9AxmfnFdaCdEuAjYOtXYc403zbj_1lFXIRBy6RAKg~&sessionId=,25,40,32.5,3-5年,本科,杭州,7
数据分析师,杭州·西湖区·古荡,18-36K,"1-3年, 硕士","数据分析, MySQL, 数据挖掘",网商银行,定期体检，年终奖，补充医疗保险，交通补助，股票期权，五险一金，带薪年假，包吃，员工旅游，零食下午茶，餐补，节日福利，免费班车，加班补助，通讯补贴，餐补,https://www.zhipin.com/job_detail/d4d7fd490233bd251XJ82Nm7EVQ~.html?lid=JFCQodc0UJ.search.232&securityId=0dlYgCr6e8-JQ-G1l0Jpoy7gBikc41J2SALVWSO7FD7NUIlVCL_ESrPjadrN-FOZ10cvJyLMshxVFwEmtzfyi5ZScWfebxnrUgOYLCr-tKlE6N2z&sessionId=,18,36,27,1-3年,硕士,杭州,16
大数据架构师,杭州·滨江区·长河,30-50K·16薪,"5-10年, 本科","数据分析, 数据挖掘, 数据架构",阿里巴巴集团,五险一金，补充医疗保险，节日福利，股票期权，年终奖，餐补，零食下午茶，交通补助，员工旅游，免费班车,https://www.zhipin.com/job_detail/df6b8d60b33ee20c03Jy3du6EVo~.html?lid=JFCQodc0UJ.search.233&securityId=IwRcqw2qUo2cU-_1hRERm-2wn27r7VokXKWoA4dyLKm4T5JkQP3ieP7RQxTkY44ASVWmRXiXB0rceMkrwHIHL2cxRpoGbl4dClevMYlXbC8~&sessionId=,30,50,40,5-10年,本科,杭州,10
数据分析工程师,杭州·滨江区·长河,15-25K,"3-5年, 硕士","Python, 数据建模, SQL, 数据挖掘, Java, 分布式技术, Spark",玖欣物联,节日福利，定期体检，五险一金，股票期权，年终奖，零食下午茶，带薪年假,https://www.zhipin.com/job_detail/d852791d7e4af1970nR529i_FlM~.html?lid=JFCQodc0UJ.search.234&securityId=1tVF5JTcGsvAL-91imYdpfcmBFZpXgaxpQAQmBS1gcNoZcEwjfPrsWU1hp-ZU32DSWO22Dxhx8rAYPiB2Vj_R6S1PLuE19N7dji_keQGqVM7bWQ~&sessionId=,15,25,20,3-5年,硕士,杭州,7
大数据开发工程师,杭州·上城区·钱江新城,18-35K,"5-10年, 本科","数据仓库, 数据挖掘, 数据分析, java, springcloud, flink",税安科技,交通补助，员工旅游，带薪年假，年终奖，五险一金，节日福利，餐补，加班补助，零食下午茶，定期体检,https://www.zhipin.com/job_detail/eb63c5f80c4e17643nx80t-8EFE~.html?lid=JFCQodc0UJ.search.235&securityId=BvV7nDTrdTdsM-J1KFA5cw2TdPjTOzyYYlaD3Qp-zGm_LUJPaNGSOk6Hlwrbhqt2EFsNQcY0KUgrheST_S2e5rloPs2cjBrVfrGsaRRswLU2GSY-&sessionId=,18,35,26.5,5-10年,本科,杭州,10
蚂蚁集团-数据研发（高级）专家,杭州·西湖区·古荡,30-50K,"经验不限, 本科","消费金融, 物联网, 数据仓库, ETL, 数据分析, 数据库开发, 数据挖掘",支付宝,股票期权，补充医疗保险，年终奖，免费班车，节日福利，零食下午茶，五险一金，包吃，餐补，交通补助，带薪年假，定期体检，住房补贴，员工旅游，通讯补贴,https://www.zhipin.com/job_detail/18790545bf69970233V_3dS0GVQ~.html?lid=JFCQodc0UJ.search.236&securityId=v0W5KRpxtv5qk-d1Nn3ls-pFTl_Kj47DWpmfAbKKHXJ54iKXxDcY-6kuiaYEoViVwqjND43cJ3c1Oe9Q5cImXJUGkuhebFbyc35NsBp5CWXX&sessionId=,30,50,40,经验不限,本科,杭州,15
大数据人工智能工程师,杭州·滨江区·长河,16-30K,"经验不限, 本科","Java, Python, SQL, 推荐算法, 搜索算法, 数据挖掘, 数据分析",华为,定期体检，员工旅游，五险一金，补充医疗保险，节日福利，年终奖，加班补助，零食下午茶，股票期权，餐补,https://www.zhipin.com/job_detail/0ccbe1096db3fa4c0nF62N--GFA~.html?lid=JFCQodc0UJ.search.237&securityId=SXqCDW5iPTo71-Z1jjNqX0AF7arSOdAlhHVEOadW-_H-UcQtaSnKHCmHXzH9HwPwanNsesAhBDU8N65YQkhLPL79sjS0FDIsvfIVrXfFV11d&sessionId=,16,30,23,经验不限,本科,杭州,10
大数据培训工程师,杭州·滨江区·浦沿,15-25K·15薪,"3-5年, 本科","Java, HIVE, Hive, 大数据开发经验, 数据分析, ETL开发经验, Hadoop, Kafka, Spark, Hbase, 数据挖掘, Python",浙江华为,节日福利，中长期激励，定期体检，年终奖，补充医疗保险，通讯补贴，带薪年假，五险一金，全额公积金,https://www.zhipin.com/job_detail/d7af353aa68dafa21nV-39q9EFFR.html?lid=JFCQodc0UJ.search.238&securityId=Sl6SZle4AxQ1M-Q1rcxiJOoqFypw4uJN5Rxwgw8fpvfBBdExFwR1LCWNoPPmdMur28w2M8jnYSi8Zrs4QgCnGR1jSMYN911MZtbDYwgpOTu9Ap9bO00Bk6ITUfvDEXWfT27ZaZJCYbUMg6WrBxrG1g~~&sessionId=,15,25,20,3-5年,本科,杭州,9
数据处理工程师,杭州·西湖区·三墩,10-15K,"经验不限, 本科","数据采集, 数据开发, 数据挖掘, Python, SQL, 数据结构, 网络爬虫技术, 大数据",微风企科技,五险一金，带薪年假，免费班车，年终奖，加班补助，股票期权，员工旅游，定期体检，节日福利，零食下午茶,https://www.zhipin.com/job_detail/b6117f3052d81fa51nR_39W_ElRU.html?lid=JFCQodc0UJ.search.239&securityId=d8Zp49nBcpm1Z-21GUehcEM1wiInHHMqSU68qaYdHii5rrlbrHfVWOpTTpbg2fG9tH8GNHHzyqDOGFoAmNsxxYZtgCx5aNkNbbd5pyorIk5mM2Vkdg~~&sessionId=,10,15,12.5,经验不限,本科,杭州,10
阿里健康-大数据开发专家-杭州,杭州·余杭区·五常,20-40K·16薪,"5-10年, 本科","数据仓库, 数据挖掘, 数据分析, 数据采集, 大数据, Hadoop, HIVE, Spark",阿里健康,加班补助，补充医疗保险，定期体检，股票期权，带薪年假，包吃，节日福利，免费班车，住房补贴，员工旅游，交通补助，年终奖，通讯补贴，零食下午茶，全勤奖，餐补,https://www.zhipin.com/job_detail/cb85f39098870daa1nR62du5GFRT.html?lid=JFCQodc0UJ.search.240&securityId=6I_MbX4AJzATR-M1Y-rXKNbtFwI2E_Ah-_HA6a7d-DdlP0w3I7ZJEiBM1Ho0pfWtqZHB5l-YO9AF_Sigmj5F8W11MUrQBSYMTzFsRYJmaKfZ6Rk~&sessionId=,20,40,30,5-10年,本科,杭州,16
数据挖掘工程师,杭州·滨江区·长河,15-30K·14薪,"1-3年, 本科","Python, SQL, Pandas, 机器学习算法, 回归分析",华为技术有限公司,年终奖，住房补贴，零食下午茶，离职补偿，全勤奖，餐补，股票期权，免费班车，补充医疗保险，通讯补贴，五险一金，节日福利，加班补助，定期体检，交通补助，带薪年假，员工旅游,https://www.zhipin.com/job_detail/812b317c62505c671Xd52du7EVZR.html?lid=JDFN47irYB.search.61&securityId=YqKurkAHJczAC-Y1TxnRjk8ulEh0mZMOdU2BWAw4FlpQW7OXufOgvSvMgFXaTG6JdVue4IvxrbFip76nlTBiFkTqTUqcfE_aX7flLbtlrt1sGY_U&sessionId=,15,30,22.5,1-3年,本科,杭州,17
数据挖掘工程师,杭州·滨江区·长河,15-30K·16薪,"1-3年, 本科","Python, SQL, 机器学习/NLP经验, 大数据处理经验",华为云计算,免费班车，员工旅游，夜班补助，年终奖，交通补助，带薪年假，保底工资，节假日加班费，零食下午茶，加班补助，绩效奖金，法定节假日三薪，补充医疗保险，定期体检，意外险，团建聚餐，五险一金,https://www.zhipin.com/job_detail/a3ea48fe4f64c3b21Xdz0ty1GFNV.html?lid=JDFN47irYB.search.62&securityId=OJffZQwFpDfV4-71gbTtrIZeUtd5O9jTPjbwUgFrTXTSdIbasUoBcgKTUhPq0T6ma_3u21Gc3D0COKS3lhjmDIeZYUFMjG94544IbuoED0pk90A5-6eH&sessionId=,15,30,22.5,1-3年,本科,杭州,17
数据挖掘，机器学习,杭州·萧山区·萧山经济开发区,10-11K,"1-3年, 本科","数据挖掘, 机器学习",万欧融资,通讯补贴，零食下午茶，五险，节日福利，带薪年假，双休，公司聚餐,https://www.zhipin.com/job_detail/7a3ad12b9810c5a41nR909u7EVtV.html?lid=JDFN47irYB.search.63&securityId=8YjC7bcMoUZDE-b14t_oq-Inow4dw1joyq1sOBfcuKOrFF0mOJOb1fw7T9SweXQWDe8RCMaj_vWH0s_Bi6HS29Ec-z6gzczGQMMHr29C1iKQ3FABOA~~&sessionId=,10,11,10.5,1-3年,本科,杭州,7
机器学习/数据挖掘工程师,杭州·上城区·城东,20-35K·13薪,"3-5年, 本科","智能营销/广告, 语音/图像识别, Python, TensorFlow/PyTorch, 机器学习算法/工程化经验, 数学/统计相关专业, 计算机相关专业",浙江淇澳家居有限公司,,https://www.zhipin.com/job_detail/284add4e6100ca361Xx-3tm8F1FT.html?lid=JDFN47irYB.search.64&securityId=xqiYMy7cwbJpe-_1FRlqah2J5czEfG4AOKAaovBTX9-ZKOw0Fm0vXYWqxzC-VBw7epK8Hpd4h70lAok700kpAHJLUsuCvUNNxjMgezYhOd_OEmc~&sessionId=,20,35,27.5,3-5年,本科,杭州,1
数据挖掘与分析工程师,杭州·临平区·临平,5-10K·13薪,"经验不限, 本科","数据挖掘, 数据仓库, 数据分析, 数据开发, 数据治理, DBA",西子智能停车,补充医疗保险，加班补助，带薪年假，员工旅游，节日福利，定期体检，通讯补贴，五险一金，交通补助，年终奖,https://www.zhipin.com/job_detail/a1280c4ae519faec3ndy3N68EVI~.html?lid=JDFN47irYB.search.65&securityId=9qtuVLghXPhl1-711P54PZIdg5ISmpBAn8YQ3755DZwbB-8s_z3snHMWItsqABMPr8i2GC3IWP3gdrhV7G4U1gUv2POSbH3jfvsGDyie9kbcQRaz&sessionId=,5,10,7.5,经验不限,本科,杭州,10
数据挖掘工程师,杭州·滨江区·长河,18-28K,"3-5年, 本科","Python, SQL, 深度学习算法, 机器学习算法, HIVE, 自然语言处理, Spark",米雅科技,定期体检，加班补助，年终奖，节日福利，技能定级，员工旅游，带薪年假，五险一金，股票期权,https://www.zhipin.com/job_detail/830751b22ca274f21nF62d-7FFpW.html?lid=JDFN47irYB.search.66&securityId=aIPRioJaqWOLp-o1XLbyFLAQXZvw8VE8xkMtJ7zC4hhLDYwtgapfyRTbSm-eEMBai-ISSNVwava8c5X8eDoiPAMVO7ChdpG80tAXEQuLgncdvJMw&sessionId=,18,28,23,3-5年,本科,杭州,9
数据挖掘工程师,杭州·西湖区·西溪,18-35K·14薪,"3-5年, 本科","Python, 特征工程, 变量衍生",赛羚奇迹,五险一金，团建聚餐，带薪年假，年终奖，交通补助，餐补，节日福利，全勤奖，零食下午茶，弹性工作,https://www.zhipin.com/job_detail/86f8ca45021e22e81XF70t-9FFNT.html?lid=JDFN47irYB.search.67&securityId=HccglJ_1Cl2SZ-z15Y0EPFOkZYS-AbXFUd7N4cAkFGuN9gmegQrpALbnRh9LU-kgYmKsZAjxROKvmMCYOip_ZSxLvK9u-mJJZll5bvlpnlvV22-YHjZG&sessionId=,18,35,26.5,3-5年,本科,杭州,10
数据挖掘工程师,杭州·萧山区·北干,11-20K,"1-3年, 本科","自然语言处理, 推荐算法, Spark",知昇科技,五险一金，股票期权，零食下午茶,https://www.zhipin.com/job_detail/d87bb65e10f655721nJ-29-1F1pT.html?lid=JDFN47irYB.search.68&securityId=vTUKvcYNGEEfI-g1bz3pAAmL6J5I5PXHUwrwSfOymY7oI_cflPGGuCdIjNd142xzfpuzx4V8N7oTmLcvl0QQsPYOnXFPPF31LitTZ-jGwgHvySkzRw~~&sessionId=,11,20,15.5,1-3年,本科,杭州,3
数据挖掘工程师,杭州·西湖区·黄龙,25-50K·16薪,"1-3年, 硕士","数据挖掘, Python, SQL, 大数据, 人工智能",蚂蚁金服,,https://www.zhipin.com/job_detail/3e6be6128b3caacf0XR62N-6GVU~.html?lid=JDFN47irYB.search.69&securityId=lij7J3c7_WsqC-r1iUWc3chzarMPy20stW-DyDGD7gGjlwc-CoSTYQosFd795DF0CYyfstUHRIIwtsHV0jaFurZzcoVyxzYPP6KuXkJQ3GVWhaJfnw~~&sessionId=,25,50,37.5,1-3年,硕士,杭州,1
数据挖掘工程师,杭州·余杭区·仓前,15-25K,"3-5年, 本科","Python, 深度学习算法, 机器学习算法, 自然语言处理, Pandas",韦博领创,加班补助，婚假，带薪年假，定期体检，零食下午茶，年终奖，员工旅游，五险一金，全勤奖，团建聚餐，节日福利，带薪年假，带薪婚假10天，补充医疗保险，入职体检，生日福利，绩效奖金，带薪病假,https://www.zhipin.com/job_detail/aab0797fc7d0b1a21n1_0ti5GFRV.html?lid=JDFN47irYB.search.70&securityId=j1sOFPBZzVBYY-G13AOzc8KhWrRX94rysj_xcaVph4fG98wzv4esvwePZMbQlBVKbQIz3qkv0tmir3EmUZW-OxA1uM1xp6V3UYrfOOsxC5LxwUCw1cQ~&sessionId=,15,25,20,3-5年,本科,杭州,18
高级数据挖掘工程师,杭州·滨江区·长河,18-20K,"5-10年, 本科",计算机相关专业,揽岳,加班补助，零食下午茶，年终奖，节日福利，五险一金,https://www.zhipin.com/job_detail/6886c5799b31f4311XJz3tq5EFBX.html?lid=JDFN47irYB.search.71&securityId=YoqYlaABXzoch-O1wItO67GbWYiKx8PpouN55NKNJ12YNj5UGNX6q1KBqJexAZe-tDquKsUAs3aX9lGWytWhEcLRFgtefDRzXaz-X12tL2cE25p9gw~~&sessionId=,18,20,19,5-10年,本科,杭州,5
高级数据挖掘工程师,杭州·滨江区·长河,15-30K·16薪,"3-5年, 本科","Java, Python, Shell, Charles, Wireshark, Hbase, HIVE, SQL",网易云音乐,定期体检，免费班车，员工旅游，节日福利，五险一金，包吃,https://www.zhipin.com/job_detail/e7e8b316139051b21n173du_FVJU.html?lid=JDFN47irYB.search.72&securityId=8lLCeDel7JzoW-J1hBj86Md5ocUm4EXFRpPHgtlX9mC4p-YkldjTULg81d26Bp4GpwXhqAXx00CYYAJsN4R4h1EZ7XCz_SyJqeoNf9BOkbAvS9qi&sessionId=,15,30,22.5,3-5年,本科,杭州,6
数据挖掘分析师,杭州·西湖区·三墩,13-25K·13薪,"经验不限, 本科","深度学习算法, 算法设计",微风企科技,五险一金，股票期权，零食下午茶，免费班车，员工旅游，带薪年假，节日福利，加班补助，定期体检，年终奖,https://www.zhipin.com/job_detail/4a50dffa65e88b7b1nJy2Nm7EFZX.html?lid=JDFN47irYB.search.73&securityId=TsE4kqUvxR9Cu-51ZZMVpK7C-NUCZnE05DWwDQfZHlzHmiP0UzpTCXxxc_NOp0_pZmxtaKbEz2hG4BMmaxY72schQXzqfxOw5Ng7VDDxOPhTT2ygxg~~&sessionId=,13,25,19,经验不限,本科,杭州,10
数据挖掘分析师,杭州·拱墅区·万达广场,20-40K·14薪,"3-5年, 本科","Python, SQL, 机器学习算法",微瀚讯梦信息,交通补助，加班补助，补充医疗保险，定期体检，年终奖，餐补，带薪年假，员工旅游，股票期权，五险一金，节日福利,https://www.zhipin.com/job_detail/63f4eb9628fbff161nJz2tm-E1ZU.html?lid=JDFN47irYB.search.74&securityId=zx3NIZmle3vl1-11Z-0la0weGhheRiv2xr75txLToWAjHDI-2HywQm6hfQQVAvuCl4PkstPzbyNnCM1rccUJfMgHNfReh4V4-0mUq0HVR8nB5Nx5_1I~&sessionId=,20,40,30,3-5年,本科,杭州,11
大数据算法工程师（数据挖掘),杭州·滨江区·星耀城,18-30K,"3-5年, 本科","数据分析, 数据处理, 数据挖掘",海康威视,定期体检，生日福利，年终奖，交通补助，团建聚餐，免费班车，股票期权，通讯补贴，餐补，五险一金，带薪年假，补充医疗保险，免息住房借款，高温补贴,https://www.zhipin.com/job_detail/2a97af9f1bc0ace41nZ-2ti1Elc~.html?lid=JDFN47irYB.search.75&securityId=QtG030ICedjAW-v1RNVwbd9J7ILTPHCWEJy0OnMlb-dcVgv2_p7_9ixdUl8exfen7O_1Qs6JOyg7MltSPYRJAtBiiJCbPAXmNsLtuj1O1xjmWqI~&sessionId=,18,30,24,3-5年,本科,杭州,14
高级数据挖掘工程师,杭州·上城区·钱江新城,20-40K,"5-10年, 本科","数据分析, python, 风控金融, 数学建模, 机器学习",税安科技,交通补助，员工旅游，年终奖，零食下午茶，节日福利，餐补，定期体检，五险一金，带薪年假，加班补助,https://www.zhipin.com/job_detail/0089ea933aa6887a3nB43dy4EFE~.html?lid=JDFN47irYB.search.77&securityId=R07WfOHCxQZ58-S1tvSdy1sIuKntr7qgmm85j7ywCe_qMm1MtY8lYEnIH2JXUrdMjsEl5h2uh8BIjvWzaIhMZMIRxCTQUx49_elvIbbp0YHKgzJB&sessionId=,20,40,30,5-10年,本科,杭州,10
数据挖掘&机器学习算法研发岗位,杭州·余杭区·老余杭,25-50K·14薪,"1年以内, 硕士","Python, 深度学习算法, 机器学习算法, Pandas, 推荐算法",之江实验室,餐补，五险一金，定期体检，住房补贴，免费班车，节日福利，集体户口，带薪年假，年终奖，有无线网，员工旅游，高温补贴，团建聚餐,https://www.zhipin.com/job_detail/3125e169b47c8e6f1XF72dW_EFRW.html?lid=JDFN47irYB.search.78&securityId=QQj6VHDrhsz8m-C1d5HvmlZe6tcxI5-_1zLAWLHhInKEJwkWWcfNQmgeEunqEu2WG4ywyk5YOproW5KJ2C_h-hklWBk-ocznNafDpWDtyalOYfhOow~~&sessionId=,25,50,37.5,1年以内,硕士,杭州,13
数据挖掘工程师/算法工程师,杭州·西湖区·古荡,2-3K,"3-5年, 硕士","python, 机器学习, 数据建模",支付宝,包吃，股票期权，定期体检，交通补助，带薪年假，免费班车，节日福利，通讯补贴，员工旅游，餐补，住房补贴，年终奖，五险一金，补充医疗保险，零食下午茶,https://www.zhipin.com/job_detail/bd52a28743e45c571XFy0ty7EVI~.html?lid=JDFN47irYB.search.79&securityId=D58ngmEYBAS7b-H1NKNB0Z63pt2ABHniQzj8GAYTZtfmCnaltrcicL4PAtrGCQHh61Moe83eooCQMmchHRn8Abi5kcNFhW5EaI5MWnD38nEY&sessionId=,2,3,2.5,3-5年,硕士,杭州,15
数据挖掘算法工程师,杭州·临平区·临平,15-20K,"1-3年, 硕士","Python, 深度学习算法, 机器学习算法, 因子分析, 多元统计分析, 工业数据分析, Pandas",首域科技,五险一金，年终奖，带薪年假，零食下午茶，节日福利,https://www.zhipin.com/job_detail/10b4bb4067a282341XR60tu0FFFZ.html?lid=JDFN47irYB.search.80&securityId=HyHK9kD1j31rO-S1UPUtY-air0wOj94ftWJw44UJfH1ytdBQz1diZMrkImRQr9Fg9AbkXMk0dsce6cIaNZHBIAkO348oeFstRSGo9Os4ep1Z5jcONgY~&sessionId=,15,20,17.5,1-3年,硕士,杭州,5
JD - DataScience 数据挖掘工程师,杭州·余杭区·仓前,15-30K·13薪,"经验不限, 本科","SQL, Python, 数学/统计相关专业, 大数据处理经验, 电商/零售行业数据相关经验",Whale 帷幄,包吃，定期体检，年终奖，股票期权，带薪年假，住房补贴，餐补，通讯补贴，五险一金，交通补助，员工旅游，节日福利，零食下午茶,https://www.zhipin.com/job_detail/77c356f65e9e099a1XBz2d68EFVQ.html?lid=JDFN47irYB.search.81&securityId=QhSQ0fLZK1jIO-Y1dkfameMTFWRoaAOIWLxb8JbVwDLu6HtTusBnaKaDmMv5Ls2WS-jjZmd2pGTMIf8auKJr0DLKxmjP8QKU972GtBg26AHTukI~&sessionId=,15,30,22.5,经验不限,本科,杭州,13
数据挖掘算法高级工程师/专家【后端开发】,杭州·滨江区·长河,15-30K,"3-5年, 硕士","Python, Scala, Spark, 数据中台",跨境谷,带薪年假，年终奖，月度团建津贴，节日福利，五险，员工旅游，零食下午茶，年度旅游,https://www.zhipin.com/job_detail/dfb0e8bc524536d01XR-2Nu4FFJU.html?lid=JDFN47irYB.search.82&securityId=lU1ED9SFVOHBZ-81wxHOJriknNMBhEYR8XCtye6wFOfxzOQZgwPBev7XVOVDLu-7yuxr19wU0zyLjEypoh_68qe0MTaerp9JS0whMD698MOWpoJO&sessionId=,15,30,22.5,3-5年,硕士,杭州,8
